iter	Logloss
283	0.1584391195
284	0.1577828362
285	0.157103578
286	0.1563516744
287	0.1558038974
288	0.1554170861
289	0.1548433652
290	0.1542536837
291	0.1534382377
292	0.1529002347
293	0.1525122549
294	0.1517975421
295	0.1514577463
296	0.1507320043
297	0.1503427543
298	0.150069934
299	0.1495334428
300	0.1491293302
301	0.1486397319
302	0.1479450218
303	0.1475152885
304	0.14700444
305	0.1467201453
306	0.1456756831
307	0.1446597283
308	0.1442576849
309	0.1438307544
310	0.1430000436
311	0.142291149
312	0.141564068
313	0.1412562186
314	0.1405295437
315	0.1397254054
316	0.1390960849
317	0.1384562203
318	0.1381146172
319	0.1374417603
320	0.1370428259
321	0.1364063207
322	0.1359025693
323	0.1354797564
324	0.1350454327
325	0.1340910438
326	0.1334662182
327	0.1328335336
328	0.1325748633
329	0.1324186786
330	0.1319978476
331	0.1314367451
332	0.1307253429
333	0.1304157642
334	0.1300386879
335	0.1298111093
336	0.1292514163
337	0.1287360759
338	0.12821447
339	0.1279372051
340	0.1273577327
341	0.1266944279
342	0.1261784249
343	0.1255434979
344	0.1249495534
345	0.1243654793
346	0.123925067
347	0.1234139422
348	0.123122199
349	0.1226474586
350	0.1223087558
351	0.121782934
352	0.1212982317
353	0.1212975786
354	0.1207092933
355	0.1201745551
356	0.119933059
357	0.119584332
358	0.1190670505
359	0.1183906008
360	0.1180796557
361	0.1176895658
362	0.1175040198
363	0.1169424567
364	0.1164525653
365	0.1158073412
366	0.1155996359
367	0.1149562661
368	0.1144164279
369	0.1139444176
370	0.1133910942
371	0.1129933485
372	0.1125515714
373	0.1120994408
374	0.1118350086
375	0.1112492535
376	0.1107899685
377	0.1102900475
378	0.1098696616
379	0.1094460898
380	0.109144385
381	0.108832549
382	0.1084815783
383	0.1079861225
384	0.1076520936
385	0.107237722
386	0.1068174729
387	0.1063731292
388	0.1059819608
389	0.1054741653
390	0.1051859146
391	0.1046369999
392	0.1043493107
393	0.1041842657
394	0.1037675789
395	0.1033851674
396	0.1028922272
397	0.1026195348
398	0.102226914
399	0.1019561372
400	0.1015085438
401	0.101123984
402	0.1008843038
403	0.09996319243
404	0.09967849989
405	0.09914188981
406	0.09886087726
407	0.0985077721
408	0.09801920005
409	0.09753573017
410	0.09707599819
411	0.09661156773
412	0.09617533872
413	0.09576950159
414	0.09548772922
415	0.09513752358
416	0.09482321553
417	0.09409184779
418	0.0939161805
419	0.09375189884
420	0.09358163387
421	0.09335316272
422	0.09300047295
423	0.09259826633
424	0.09236330194
425	0.09210391026
426	0.0918286297
427	0.09143935413
428	0.09115572841
429	0.09093136995
430	0.09055123224
431	0.09028294673
432	0.08993132871
433	0.08961477858
434	0.08934529635
435	0.08892277994
436	0.08891322192
437	0.08854872548
438	0.08826504351
439	0.08794048438
440	0.08760053185
441	0.08724366668
442	0.08705449454
443	0.08675473597
444	0.08650079667
445	0.08630577707
446	0.08606474492
447	0.08576289499
448	0.08555464155
449	0.0853023358
450	0.08505152765
451	0.0847573714
452	0.08447308923
453	0.08419826921
454	0.08399781262
455	0.08379860265
456	0.0833922174
457	0.08318788689
458	0.08298084519
459	0.08266526061
460	0.08247143356
461	0.08216750372
462	0.08188326262
463	0.08153505366
464	0.08126431531
465	0.08103062617
466	0.08080324056
467	0.08052145194
468	0.0802722479
469	0.07999980808
470	0.07960354258
471	0.07931391121
472	0.07899357717
473	0.07864075161
474	0.07838460737
475	0.07819827186
476	0.07799052028
477	0.07785023206
478	0.07752607945
479	0.07736689641
480	0.07715804784
481	0.07688978585
482	0.0766231825
483	0.07628881608
484	0.07605413359
485	0.07574586087
486	0.07551105705
487	0.07526936246
488	0.07505697421
489	0.0747717496
490	0.07464763227
491	0.07441251018
492	0.07425796572
493	0.0740859863
494	0.07392228245
495	0.07367790753
496	0.07330856269
497	0.07298926146
498	0.07265073816
499	0.07249413281
500	0.07226890902
501	0.07210430222
502	0.07187352241
503	0.0717138798
504	0.07138162107
505	0.07108945128
506	0.07091083473
507	0.07064157442
508	0.07040126593
509	0.07025988387
510	0.06993198837
511	0.06975070875
512	0.06954241389
513	0.06917080227
514	0.06897775113
515	0.0688399821
516	0.06870596139
517	0.06860322974
518	0.06847249739
519	0.06832298709
520	0.06809614589
521	0.06787155043
522	0.06773109663
523	0.06753507522
524	0.06738562644
525	0.06724260756
526	0.06715178998
527	0.0670198751
528	0.06684308824
529	0.06666790377
530	0.06660714528
531	0.06641354058
532	0.06627281538
533	0.06612666648
534	0.06596895709
535	0.06565196489
536	0.0654544698
537	0.06523000345
538	0.06498529986
539	0.06479453682
540	0.06465998639
541	0.06447040637
542	0.06439053476
543	0.06422490971
544	0.0640811934
545	0.06387007287
546	0.06372743792
547	0.06359455004
548	0.06344328739
549	0.06328327645
550	0.06310279078
551	0.06288100836
552	0.06263508018
553	0.06256506714
554	0.06243298016
555	0.0623358998
556	0.06209915934
557	0.06190320687
558	0.06159097965
559	0.06148452621
560	0.06141295344
561	0.06128777099
562	0.06105681715
563	0.06083037509
564	0.06071632924
565	0.06052783061
566	0.06028897412
567	0.06008662756
568	0.05999091676
569	0.05982047582
570	0.05962758718
571	0.0593981236
572	0.0592411353
573	0.05905478191
574	0.0589262902
575	0.05873311757
576	0.0586137103
577	0.05843105208
578	0.05815702936
579	0.0579605728
580	0.05764440639
581	0.0575392903
582	0.05743818531
583	0.05725934056
584	0.05715874435
585	0.05700047337
586	0.05677339617
587	0.05664560782
588	0.05654099725
589	0.05644559892
590	0.05623764318
591	0.05607052178
592	0.05586487296
593	0.05573902171
594	0.05564205968
595	0.05555018267
596	0.05540128573
597	0.05525954068
598	0.05509907427
599	0.05496084442
600	0.054764689
601	0.05466678313
602	0.05448496835
603	0.05434758713
604	0.05418947394
605	0.05406266036
606	0.05390237114
607	0.05381035863
608	0.0536224027
609	0.05351363297
610	0.05336824913
611	0.05326952321
612	0.05314093815
613	0.05298827249
614	0.05286392469
615	0.05276363627
616	0.0526600764
617	0.05246247714
618	0.05229006903
619	0.05215633647
620	0.05200026257
621	0.05187146495
622	0.05171165181
623	0.05163339151
624	0.0514901544
625	0.05140623418
626	0.05127965226
627	0.05111749249
628	0.05097966292
629	0.05082852482
630	0.0507923678
631	0.0506698224
632	0.05059354111
633	0.05042736253
634	0.05023401454
635	0.05012939679
636	0.05003497953
637	0.04992858402
638	0.04973672869
639	0.04965493552
640	0.04953892881
641	0.04945478741
642	0.04939460912
643	0.04930394061
644	0.04916004508
645	0.04906848764
646	0.04897607236
647	0.04887771116
648	0.04878798441
649	0.048700642
650	0.04860153471
651	0.04855050273
652	0.04841078376
653	0.0483357381
654	0.04819018953
655	0.04802154366
656	0.04794062072
657	0.0478648267
658	0.04781819614
659	0.04776975325
660	0.04767725403
661	0.04758602843
662	0.04746709031
663	0.0473338801
664	0.04724719652
665	0.04714587885
666	0.04706318146
667	0.04694374652
668	0.04685081491
669	0.04672796522
670	0.04665056191
671	0.04656870539
672	0.04647805447
673	0.04638454022
674	0.0461989718
675	0.04606274446
676	0.04592741508
677	0.04578311568
678	0.04569189653
679	0.04555526631
680	0.04550875214
681	0.04537097975
682	0.04523213307
683	0.04513453367
684	0.04506076066
685	0.04497433039
686	0.04484023394
687	0.04478403414
688	0.04471809194
689	0.04461616616
690	0.04449485573
691	0.04445236429
692	0.04438878546
693	0.04430251946
694	0.04425531217
695	0.04417397443
696	0.04406367678
697	0.04387902837
698	0.04380116083
699	0.043597247
700	0.04339674328
701	0.0432938162
702	0.04321686638
703	0.04309513128
704	0.04296479203
705	0.04285812261
706	0.0427780965
707	0.04267757489
708	0.04258106496
709	0.04249157768
710	0.04241256405
711	0.04237053898
712	0.04227335542
713	0.04223244015
714	0.04218152334
715	0.04209698462
716	0.04196418137
717	0.04194176142
718	0.04187389336
719	0.04180373103
720	0.04168329551
721	0.04156106018
722	0.04144660934
723	0.04137623321
724	0.04130499157
725	0.0411678121
726	0.0411056802
727	0.04107262529
728	0.04096875664
729	0.04092945359
730	0.04082723349
731	0.04078467947
732	0.04067424002
733	0.04057238437
734	0.04049605978
735	0.04033634546
736	0.0402729432
737	0.04020684903
738	0.0399966036
739	0.03993601024
740	0.03986756869
741	0.03979876018
742	0.03976034215
743	0.03967824396
744	0.03958370495
745	0.03939715174
746	0.03931915221
747	0.03924716253
748	0.03921331756
749	0.0391445611
750	0.03910772185
751	0.03907761259
752	0.03895526959
753	0.03883879735
754	0.03879290767
755	0.03870406886
756	0.03865920951
757	0.03854655573
758	0.03845722122
759	0.03841435264
760	0.03834379765
761	0.03824462274
762	0.0381507732
763	0.03811922754
764	0.03801089468
765	0.03796052259
766	0.03790161335
767	0.03781473178
768	0.03776276525
769	0.03772149022
770	0.03760277081
771	0.03752690139
772	0.03745734393
773	0.03742662886
774	0.03732865561
775	0.03727231889
776	0.03718136386
777	0.03708009316
778	0.03704455952
779	0.03698073778
780	0.03688400547
781	0.03684029981
782	0.0367924757
783	0.03675844006
784	0.03672513863
785	0.03666203749
786	0.03658164785
787	0.03652020782
788	0.03643035601
789	0.03637074936
790	0.03629405184
791	0.03624184085
792	0.0361823054
793	0.03615698734
794	0.03610976051
795	0.03606363281
796	0.03598135794
797	0.03591607469
798	0.03586293726
799	0.03575806189
800	0.0356580882
801	0.03556634694
802	0.03548433531
803	0.03542627008
804	0.03539778867
805	0.03530353092
806	0.03528054511
807	0.03522087546
808	0.03518444947
809	0.03511253754
810	0.03502838338
811	0.03496437876
812	0.03489347714
813	0.03482650803
814	0.03477746557
815	0.03471854248
816	0.03465414019
817	0.0345738987
818	0.0345116425
819	0.03448019102
820	0.03439582832
821	0.03433158705
822	0.03427632797
823	0.03418740619
824	0.03412390369
825	0.03409417914
826	0.03406766397
827	0.03399817699
828	0.03396866768
829	0.03392300074
830	0.0338435749
831	0.03379461887
832	0.03373840454
833	0.03366817912
834	0.03362088576
835	0.03356980331
836	0.03349247911
837	0.03342662682
838	0.03335749451
839	0.03328616438
840	0.03323632856
841	0.03313692444
842	0.03308672312
843	0.03303921114
844	0.03300074131
845	0.03297152232
846	0.03290420409
847	0.03284095422
848	0.03279419522
849	0.03272202063
850	0.03262812354
851	0.03259213542
852	0.03254113807
853	0.0324788129
854	0.03242696242
855	0.03238221733
856	0.03228013256
857	0.03223617542
858	0.03214912443
859	0.03210544419
860	0.03200883807
861	0.03195511035
862	0.03188445768
863	0.03181786135
864	0.03177551591
865	0.03170057834
866	0.03166507995
867	0.03163298005
868	0.03159737223
869	0.03153321029
870	0.03145679838
871	0.03137767485
872	0.03129390637
873	0.03121719925
874	0.03116621756
875	0.03110417088
876	0.03103081222
877	0.03097482014
878	0.03092291108
879	0.03089312836
880	0.03078480713
881	0.03071853888
882	0.03068269536
883	0.03066032512
884	0.0306011032
885	0.03055686458
886	0.03049225102
887	0.03043023383
888	0.03037612264
889	0.03031004563
890	0.03024122063
891	0.03018396347
892	0.03013887865
893	0.03009978338
894	0.03002184082
895	0.02998500478
896	0.02991542601
897	0.02986091883
898	0.02978947884
899	0.02972934891
900	0.02970647651
901	0.02965334601
902	0.02959963605
903	0.02953844651
904	0.0294980973
905	0.02947074879
906	0.02941878046
907	0.02938891483
908	0.02935638602
909	0.02928420459
910	0.02922848067
911	0.0291841389
912	0.02914460636
913	0.02910495407
914	0.02901494481
915	0.02899310674
916	0.02895030495
917	0.02889074404
918	0.02882220402
919	0.02878542585
920	0.0287342197
921	0.02866881932
922	0.02862994063
923	0.0285771184
924	0.02854666461
925	0.02847693837
926	0.02845794282
927	0.02843936401
928	0.02840963454
929	0.02838659873
930	0.02834530484
931	0.0283097162
932	0.02827155758
933	0.02824399488
934	0.02821988754
935	0.0281702145
936	0.02810760813
937	0.02805194516
938	0.02802145566
939	0.02795887321
940	0.02793197402
941	0.02787278457
942	0.0278371361
943	0.02779259489
944	0.02773165641
945	0.02768750547
946	0.02762228792
947	0.02758076397
948	0.0274812918
949	0.02742406035
950	0.02734967898
951	0.02730131158
952	0.02726832293
953	0.02723499148
954	0.02721789978
955	0.02718492272
956	0.0271532377
957	0.02711794187
958	0.027079415
959	0.02704244298
960	0.02702564286
961	0.02697096824
962	0.02694024993
963	0.02692221214
964	0.02684368839
965	0.02675290256
966	0.02673435238
967	0.02669098664
968	0.02666063138
969	0.02661262995
970	0.02657376045
971	0.02652687126
972	0.02650808868
973	0.0264786801
974	0.02644300736
975	0.02641052323
976	0.02635918447
977	0.02633046377
978	0.02629127956
979	0.02625774184
980	0.02621742832
981	0.02618909208
982	0.02612678077
983	0.02610403211
984	0.02608578947
985	0.02606330729
986	0.02601563156
987	0.02596958535
988	0.02592394267
989	0.02586203353
990	0.02583011061
991	0.0257794751
992	0.02573878651
993	0.0257134255
994	0.02569832479
995	0.02565109021
996	0.0256170835
997	0.02557278306
998	0.02552336248
999	0.0254870481
